bike_id,start_station_id,start_coords,end_station_id,end_coords,start_time,end_time,temperature,rain
2582,479,"(46.9581458, 7.4349895)",479,"(46.9581458, 7.4349895)",20240506_161800,20240506_171300,13.09,No rain data available
2826,389,"(47.413032, 8.558096)",388,"(47.412732, 8.544185)",20240506_170700,20240506_171300,13.15,{'1h': 0.24}
1705,171,"(46.41609, 6.278163)",739,"(46.42782864376307, 6.276592047529303)",20240506_170000,20240506_171300,13.15,{'1h': 0.24}
4343,259,"(46.9539295, 7.4267524)",310,"(46.959334038741154, 7.434909268498735)",20240506_170900,20240506_171300,12.99,{'1h': 0.24}
1668,589,"(46.9427868, 7.3870759)",214,"(46.94626, 7.43804)",20240506_165800,20240506_171300,13.15,{'1h': 0.24}
4486,507,"(46.804568, 7.155553)",796,"(46.82482068793405, 7.15174354915194)",20240506_170600,20240506_171300,13.15,{'1h': 0.24}
2589,179,"(46.9454695, 7.3928104)",828,"(46.941794, 7.390649)",20240506_171000,20240506_171300,13.15,{'1h': 0.24}
1260,550,"(46.958014, 7.444949)",353,"(46.94831, 7.44035)",20240506_170501,20240506_171300,13.15,{'1h': 0.24}
6003,311,"(46.9442197, 7.4366739)",222,"(46.9534366, 7.4239308)",20240506_170401,20240506_171300,13.15,{'1h': 0.24}
4224,504,"(46.799339, 7.151984)",238,"(46.7804953, 7.1505764)",20240506_165500,20240506_171300,13.15,{'1h': 0.19}
1177,815,"(46.96526082670581, 7.481022157938033)",327,"(46.938964, 7.4476281)",20240506_164800,20240506_171400,13.08,No rain data available
958,313,"(46.9415535, 7.4708855)",815,"(46.96526082670581, 7.481022157938033)",20240506_165900,20240506_171400,13.15,{'1h': 0.19}
4429,563,"(47.360004, 8.534227)",107,"(47.365139, 8.530916)",20240506_171100,20240506_171400,12.99,{'1h': 0.24}
3175,220,"(46.9559178, 7.4467885)",203,"(46.9569128, 7.4376583)",20240506_170700,20240506_171400,13.15,{'1h': 0.24}
4537,349,"(46.93874927649203, 7.475214965129108)",347,"(46.941479, 7.466444)",20240506_170900,20240506_171400,12.99,{'1h': 0.24}
3332,591,"(46.9475569, 7.4266947)",883,"(46.96079848478852, 7.433964120753491)",20240506_170501,20240506_171400,13.15,{'1h': 0.24}
1648,251,"(46.9487682, 7.4475691)",332,"(46.943804, 7.4694264)",20240506_170200,20240506_171400,13.15,{'1h': 0.24}
4245,500,"(46.794595, 7.132707)",509,"(46.796171649939694, 7.143346608386447)",20240506_171000,20240506_171400,13.15,{'1h': 0.24}
5495,664,"(46.011494, 8.961011)",377,"(46.0121344, 8.9657021)",20240506_171200,20240506_171400,13.15,{'1h': 0.24}
2514,331,"(46.9458073, 7.4270475)",414,"(46.926197, 7.417231)",20240506_170501,20240506_171400,13.15,{'1h': 0.24}
5926,635,"(46.802118, 7.146355)",643,"(46.79704596417351, 7.150607035291654)",20240506_170900,20240506_171400,12.99,{'1h': 0.24}
388,817,"(46.51673942261787, 6.566454652605652)",817,"(46.51673942261787, 6.566454652605652)",20240506_171200,20240506_171400,13.15,{'1h': 0.24}
4359,353,"(46.94831, 7.44035)",260,"(46.9486794, 7.4532728)",20240506_170700,20240506_171400,13.15,{'1h': 0.24}
5962,543,"(46.517338, 6.59775)",38,"(46.526347, 6.603215)",20240506_170700,20240506_171400,13.15,{'1h': 0.24}
3888,327,"(46.938964, 7.4476281)",595,"(46.940180660348716, 7.453043799962409)",20240506_171000,20240506_171501,13.15,{'1h': 0.24}
4434,425,"(47.420757, 8.508131)",569,"(47.405751, 8.539016)",20240506_170301,20240506_171501,13.15,{'1h': 0.24}
1231,181,"(46.9378963, 7.3954739)",328,"(46.9417265, 7.3930062)",20240506_171100,20240506_171501,12.99,{'1h': 0.24}
4573,552,"(46.952701, 7.454585)",552,"(46.952701, 7.454585)",20240506_171200,20240506_171501,13.15,{'1h': 0.24}
394,8,"(46.518951, 6.562162)",763,"(46.51649685275541, 6.550408183414197)",20240506_170900,20240506_171501,12.99,{'1h': 0.24}
3600,824,"(46.95626329415468, 7.482893566913186)",182,"(46.96274, 7.46276)",20240506_170100,20240506_171501,13.15,{'1h': 0.19}
5753,30,"(46.511048, 6.492569)",803,"(46.51196729119777, 6.4849846482546685)",20240506_171100,20240506_171501,12.99,{'1h': 0.24}
2551,226,"(46.9557805, 7.4352658)",250,"(46.9490849, 7.4444363)",20240506_170900,20240506_171501,12.99,{'1h': 0.24}
5976,507,"(46.804568, 7.155553)",634,"(46.805413, 7.165191)",20240506_170900,20240506_171501,12.99,{'1h': 0.24}
1990,814,"(46.96629170335004, 7.48318298315503)",593,"(46.97293, 7.450856)",20240506_165800,20240506_171501,13.15,{'1h': 0.24}
5323,637,"(46.79427, 7.155003)",233,"(46.802604, 7.1509925)",20240506_170900,20240506_171501,12.99,{'1h': 0.24}
5025,380,"(46.0090116, 8.9638054)",379,"(46.008095, 8.957432)",20240506_171100,20240506_171501,12.99,{'1h': 0.24}
2292,296,"(46.9439259, 7.3853056)",828,"(46.941794, 7.390649)",20240506_171200,20240506_171501,13.15,{'1h': 0.24}
1356,614,"(46.38356, 6.23973)",732,"(46.388983510293066, 6.223670386094328)",20240506_170700,20240506_171501,13.15,{'1h': 0.24}
5225,166,"(46.425927, 6.28774)",170,"(46.420278, 6.270556)",20240506_170800,20240506_171501,13.15,{'1h': 0.24}
208,166,"(46.425927, 6.28774)",170,"(46.420278, 6.270556)",20240506_170900,20240506_171501,12.99,{'1h': 0.24}
2441,387,"(47.411057, 8.543768)",445,"(47.4095467, 8.5563463)",20240506_171000,20240506_171501,13.15,{'1h': 0.24}
1017,252,"(46.9497908, 7.4441278)",218,"(46.961965, 7.452968)",20240506_170401,20240506_171600,13.15,{'1h': 0.24}
4866,104,"(47.373935, 8.538633)",89,"(47.3713591, 8.5313344)",20240506_171200,20240506_171600,13.15,{'1h': 0.24}
4157,302,"(46.938576, 7.437862)",481,"(46.9320203, 7.4330474)",20240506_171100,20240506_171600,12.99,{'1h': 0.24}
3172,591,"(46.9475569, 7.4266947)",230,"(46.9547361, 7.4333909)",20240506_170900,20240506_171600,12.99,{'1h': 0.24}
3883,597,"(46.941383, 7.448788)",312,"(46.9356089, 7.4471426)",20240506_171100,20240506_171600,12.99,{'1h': 0.24}
3164,221,"(46.9519742, 7.4227466)",883,"(46.96079848478852, 7.433964120753491)",20240506_170600,20240506_171600,13.15,{'1h': 0.24}
2574,349,"(46.93874927649203, 7.475214965129108)",217,"(46.9483305, 7.44079)",20240506_170401,20240506_171600,13.15,{'1h': 0.24}
1910,503,"(46.809589, 7.14687)",778,"(46.81077819593714, 7.139183090960676)",20240506_171200,20240506_171600,13.15,{'1h': 0.24}
5922,503,"(46.809589, 7.14687)",778,"(46.81077819593714, 7.139183090960676)",20240506_171300,20240506_171600,12.99,{'1h': 0.24}
859,771,"(47.403145, 8.609221)",392,"(47.393309, 8.528074)",20240506_164700,20240506_171600,13.14,No rain data available
3471,828,"(46.941794, 7.390649)",181,"(46.9378963, 7.3954739)",20240506_171300,20240506_171600,12.99,{'1h': 0.24}
3511,448,"(47.379686, 8.501312)",105,"(47.377359, 8.535855)",20240506_170301,20240506_171600,13.15,{'1h': 0.24}
4031,311,"(46.9442197, 7.4366739)",484,"(46.9456022, 7.434734)",20240506_171300,20240506_171600,12.99,{'1h': 0.24}
2501,298,"(46.9427331, 7.4595458)",497,"(46.9579458, 7.4537747)",20240506_170501,20240506_171600,13.15,{'1h': 0.24}
2298,331,"(46.9458073, 7.4270475)",321,"(46.93965162143165, 7.440241261842887)",20240506_170800,20240506_171600,13.15,{'1h': 0.24}
5887,501,"(46.803797, 7.161559)",233,"(46.802604, 7.1509925)",20240506_170800,20240506_171600,13.15,{'1h': 0.24}
3144,201,"(46.95602789210635, 7.425797884262834)",225,"(46.95560612233403, 7.428042090100739)",20240506_171300,20240506_171600,12.99,{'1h': 0.24}
62,8,"(46.518951, 6.562162)",543,"(46.517338, 6.59775)",20240506_162500,20240506_171600,13.14,No rain data available
5549,146,"(46.004469, 8.947096)",664,"(46.011494, 8.961011)",20240506_170700,20240506_171600,13.15,{'1h': 0.24}
4468,233,"(46.802604, 7.1509925)",635,"(46.802118, 7.146355)",20240506_171100,20240506_171600,12.99,{'1h': 0.24}
1448,591,"(46.9475569, 7.4266947)",422,"(46.92775, 7.453419)",20240506_170401,20240506_171600,13.15,{'1h': 0.24}
4336,271,"(46.947856328360984, 7.436903989490435)",412,"(46.9266467, 7.4359484)",20240506_170200,20240506_171600,13.15,{'1h': 0.24}
3440,122,"(46.9613082, 7.4466679)",824,"(46.95626329415468, 7.482893566913186)",20240506_145300,20240506_171600,12.72,{'1h': 1.54}
4727,771,"(47.403145, 8.609221)",514,"(47.397885, 8.596202)",20240506_171100,20240506_171700,12.99,{'1h': 0.24}
3259,88,"(47.364946, 8.525788)",452,"(47.356387, 8.526158)",20240506_171200,20240506_171700,13.15,{'1h': 0.24}
2540,551,"(46.957196, 7.450895)",216,"(46.9538192, 7.4581813)",20240506_171300,20240506_171700,12.99,{'1h': 0.24}
4032,216,"(46.9538192, 7.4581813)",244,"(46.9603536, 7.4485856)",20240506_171300,20240506_171700,12.99,{'1h': 0.24}
2112,476,"(46.9459831, 7.4394178)",591,"(46.9475569, 7.4266947)",20240506_171000,20240506_171700,13.15,{'1h': 0.24}
1236,311,"(46.9442197, 7.4366739)",347,"(46.941479, 7.466444)",20240506_170501,20240506_171700,13.15,{'1h': 0.24}
4313,468,"(46.94730845562206, 7.393210711796317)",230,"(46.9547361, 7.4333909)",20240506_170501,20240506_171700,13.15,{'1h': 0.24}
3456,331,"(46.9458073, 7.4270475)",295,"(46.9371056, 7.4178248)",20240506_171100,20240506_171700,12.99,{'1h': 0.24}
4930,255,"(46.9526864, 7.4299899)",457,"(46.9525271, 7.4498355)",20240506_170600,20240506_171700,13.15,{'1h': 0.24}
3481,227,"(46.9545136, 7.4294963)",348,"(46.97179532778565, 7.44576189083437)",20240506_170700,20240506_171700,13.15,{'1h': 0.24}
4341,271,"(46.947856328360984, 7.436903989490435)",305,"(46.9413996, 7.4316924)",20240506_171200,20240506_171700,13.15,{'1h': 0.24}
3587,591,"(46.9475569, 7.4266947)",834,"(46.947649789766224, 7.416924289192128)",20240506_170900,20240506_171700,12.99,{'1h': 0.24}
168,781,"(46.018784, 8.962014)",48,"(46.0105808, 8.95794)",20240506_171100,20240506_171700,12.99,{'1h': 0.24}
965,596,"(46.9446088, 7.4290739)",220,"(46.9559178, 7.4467885)",20240506_170401,20240506_171700,13.15,{'1h': 0.24}
1992,261,"(46.9366583, 7.4679887)",673,"(46.931588810237784, 7.485518127326376)",20240506_170800,20240506_171700,13.15,{'1h': 0.24}
6229,640,"(46.795871, 7.156473)",636,"(46.806876, 7.15297)",20240506_171000,20240506_171700,13.15,{'1h': 0.24}
3892,187,"(46.947127654625206, 7.46573539047808)",596,"(46.9446088, 7.4290739)",20240506_170401,20240506_171700,13.15,{'1h': 0.24}
3908,223,"(46.9506632, 7.4370414)",298,"(46.9427331, 7.4595458)",20240506_165100,20240506_171800,13.14,No rain data available
1366,483,"(46.9390885, 7.4286407)",325,"(46.9360173, 7.4300596)",20240506_171501,20240506_171800,12.99,{'1h': 0.24}
4935,595,"(46.940180660348716, 7.453043799962409)",347,"(46.941479, 7.466444)",20240506_171400,20240506_171800,12.99,{'1h': 0.24}
4213,664,"(46.011494, 8.961011)",381,"(46.012252, 8.955118)",20240506_171200,20240506_171800,13.15,{'1h': 0.24}
6001,230,"(46.9547361, 7.4333909)",217,"(46.9483305, 7.44079)",20240506_170800,20240506_171800,13.15,{'1h': 0.24}
1281,474,"(46.9501048, 7.4283779)",491,"(46.9650342, 7.4514649)",20240506_170401,20240506_171800,13.15,{'1h': 0.24}
4160,311,"(46.9442197, 7.4366739)",321,"(46.93965162143165, 7.440241261842887)",20240506_171300,20240506_171800,12.99,{'1h': 0.24}
5301,500,"(46.794595, 7.132707)",233,"(46.802604, 7.1509925)",20240506_171100,20240506_171800,12.99,{'1h': 0.24}
4863,93,"(47.384918, 8.531935)",356,"(47.380319, 8.552615)",20240506_171000,20240506_171800,13.15,{'1h': 0.24}
4516,182,"(46.96274, 7.46276)",551,"(46.957196, 7.450895)",20240506_170900,20240506_171800,12.99,{'1h': 0.24}
1373,225,"(46.95560612233403, 7.428042090100739)",225,"(46.95560612233403, 7.428042090100739)",20240506_165201,20240506_171800,13.08,No rain data available
2519,315,"(46.9424453, 7.4431193)",353,"(46.94831, 7.44035)",20240506_171000,20240506_171800,13.15,{'1h': 0.24}
1700,837,"(46.387342, 6.227582)",165,"(46.38421, 6.23491)",20240506_171100,20240506_171800,12.99,{'1h': 0.24}
3029,353,"(46.94831, 7.44035)",550,"(46.958014, 7.444949)",20240506_171200,20240506_171800,13.15,{'1h': 0.24}
4345,181,"(46.9378963, 7.3954739)",596,"(46.9446088, 7.4290739)",20240506_165300,20240506_171800,13.15,{'1h': 0.19}
2376,196,"(46.9665865, 7.4639627)",190,"(46.9603316, 7.4614522)",20240506_171400,20240506_171800,12.99,{'1h': 0.24}
4638,563,"(47.360004, 8.534227)",60,"(47.374785, 8.539882)",20240506_171000,20240506_171901,13.15,{'1h': 0.24}
6212,834,"(46.947649789766224, 7.416924289192128)",228,"(46.9534206, 7.4328277)",20240506_171300,20240506_171901,12.99,{'1h': 0.24}
6146,8,"(46.518951, 6.562162)",763,"(46.51649685275541, 6.550408183414197)",20240506_171200,20240506_171901,13.15,{'1h': 0.24}
2676,557,"(47.374192, 8.514116)",85,"(47.3716661, 8.5235479)",20240506_171200,20240506_171901,13.15,{'1h': 0.24}
1801,223,"(46.9506632, 7.4370414)",202,"(46.9565421, 7.4317735)",20240506_171400,20240506_171901,12.99,{'1h': 0.24}
3312,306,"(46.9400198, 7.4317782)",416,"(46.93046, 7.428167)",20240506_171300,20240506_171901,12.99,{'1h': 0.24}
3831,431,"(47.362209, 8.510788)",105,"(47.377359, 8.535855)",20240506_170800,20240506_171901,13.15,{'1h': 0.24}
2012,883,"(46.96079848478852, 7.433964120753491)",353,"(46.94831, 7.44035)",20240506_171300,20240506_171901,12.99,{'1h': 0.24}
4360,348,"(46.97179532778565, 7.44576189083437)",353,"(46.94831, 7.44035)",20240506_171000,20240506_171901,13.15,{'1h': 0.24}
5719,167,"(46.39294, 6.23856)",165,"(46.38421, 6.23491)",20240506_171400,20240506_171901,12.99,{'1h': 0.24}
896,514,"(47.397885, 8.596202)",526,"(47.395368, 8.603989)",20240506_171100,20240506_171901,12.99,{'1h': 0.24}
5174,171,"(46.41609, 6.278163)",170,"(46.420278, 6.270556)",20240506_171600,20240506_171901,12.99,{'1h': 0.24}
238,168,"(46.417718, 6.267441)",161,"(46.38278, 6.24357)",20240506_170401,20240506_171901,13.15,{'1h': 0.24}
4934,667,"(46.99996912619948, 7.442087059202756)",669,"(46.99202428819717, 7.457368930354201)",20240506_171400,20240506_171901,12.99,{'1h': 0.24}
1005,479,"(46.9581458, 7.4349895)",223,"(46.9506632, 7.4370414)",20240506_171300,20240506_171901,12.99,{'1h': 0.24}
5947,11,"(46.521978, 6.564896)",39,"(46.52804418, 6.59119606)",20240506_171000,20240506_171901,13.15,{'1h': 0.24}
1418,230,"(46.9547361, 7.4333909)",221,"(46.9519742, 7.4227466)",20240506_171400,20240506_171901,12.99,{'1h': 0.24}
4325,174,"(46.9436036, 7.4071777)",174,"(46.9436036, 7.4071777)",20240506_171700,20240506_171901,12.99,{'1h': 0.24}
409,836,"(46.510153, 6.558052)",817,"(46.51673942261787, 6.566454652605652)",20240506_171200,20240506_171901,13.15,{'1h': 0.24}
4232,791,"(46.52689212107495, 6.651725094510788)",20,"(46.506896, 6.626253)",20240506_170200,20240506_172000,13.15,{'1h': 0.24}
2406,96,"(47.378548, 8.531836)",160,"(47.385718, 8.524762)",20240506_171501,20240506_172000,12.99,{'1h': 0.24}
6177,305,"(46.9413996, 7.4316924)",325,"(46.9360173, 7.4300596)",20240506_171700,20240506_172000,12.99,{'1h': 0.24}
1363,477,"(46.9616862, 7.4396136)",477,"(46.9616862, 7.4396136)",20240506_142000,20240506_172000,12.47,{'1h': 1.37}
553,96,"(47.378548, 8.531836)",385,"(47.368939, 8.523306)",20240506_171100,20240506_172000,12.99,{'1h': 0.24}
5975,634,"(46.805413, 7.165191)",236,"(46.8104076, 7.1730614)",20240506_171300,20240506_172000,12.99,{'1h': 0.24}
5297,640,"(46.795871, 7.156473)",236,"(46.8104076, 7.1730614)",20240506_170800,20240506_172000,13.15,{'1h': 0.24}
2853,876,"(46.84647, 9.53609)",872,"(46.85311, 9.52903)",20240506_171501,20240506_172000,12.99,{'1h': 0.24}
4926,196,"(46.9665865, 7.4639627)",191,"(46.960116251597235, 7.454334866797193)",20240506_171300,20240506_172000,12.99,{'1h': 0.24}
4987,39,"(46.52804418, 6.59119606)",18,"(46.5367962297447, 6.57834071739537)",20240506_171300,20240506_172000,12.99,{'1h': 0.24}
2027,497,"(46.9579458, 7.4537747)",118,"(46.96845, 7.46242)",20240506_171400,20240506_172000,12.99,{'1h': 0.24}
1414,497,"(46.9579458, 7.4537747)",118,"(46.96845, 7.46242)",20240506_171400,20240506_172000,12.99,{'1h': 0.24}
4131,629,"(46.009397, 8.931591)",629,"(46.009397, 8.931591)",20240506_170401,20240506_172000,13.15,{'1h': 0.24}
5890,637,"(46.79427, 7.155003)",505,"(46.811754, 7.150142)",20240506_170900,20240506_172000,12.99,{'1h': 0.24}
2508,828,"(46.941794, 7.390649)",174,"(46.9436036, 7.4071777)",20240506_171501,20240506_172000,12.99,{'1h': 0.24}
1400,250,"(46.9490849, 7.4444363)",331,"(46.9458073, 7.4270475)",20240506_171100,20240506_172000,12.99,{'1h': 0.24}
3158,327,"(46.938964, 7.4476281)",260,"(46.9486794, 7.4532728)",20240506_171100,20240506_172000,12.99,{'1h': 0.24}
3729,591,"(46.9475569, 7.4266947)",271,"(46.947856328360984, 7.436903989490435)",20240506_171501,20240506_172000,12.99,{'1h': 0.24}
4151,353,"(46.94831, 7.44035)",327,"(46.938964, 7.4476281)",20240506_171200,20240506_172100,13.15,{'1h': 0.24}
923,93,"(47.384918, 8.531935)",160,"(47.385718, 8.524762)",20240506_171600,20240506_172100,12.99,{'1h': 0.24}
3796,552,"(46.952701, 7.454585)",195,"(46.9543451, 7.4453536)",20240506_171300,20240506_172100,12.99,{'1h': 0.24}
3438,189,"(46.9618565, 7.4592662)",546,"(46.939462, 7.46973)",20240506_170800,20240506_172100,13.15,{'1h': 0.24}
3599,257,"(46.9480422, 7.4502406)",262,"(46.9416249, 7.4631929)",20240506_171300,20240506_172100,12.99,{'1h': 0.24}
102,817,"(46.51673942261787, 6.566454652605652)",9,"(46.519805, 6.579676)",20240506_171400,20240506_172100,12.99,{'1h': 0.24}
1428,547,"(46.942351, 7.452777)",321,"(46.93965162143165, 7.440241261842887)",20240506_171600,20240506_172100,12.99,{'1h': 0.24}
3461,231,"(46.9524539, 7.4354213)",231,"(46.9524539, 7.4354213)",20240506_170600,20240506_172100,13.15,{'1h': 0.24}
2302,254,"(46.9486345, 7.4567436)",326,"(46.9478691, 7.4598938)",20240506_171700,20240506_172100,12.99,{'1h': 0.24}
982,353,"(46.94831, 7.44035)",117,"(46.95675, 7.46789)",20240506_171000,20240506_172100,13.15,{'1h': 0.24}
1643,551,"(46.957196, 7.450895)",252,"(46.9497908, 7.4441278)",20240506_171600,20240506_172100,12.99,{'1h': 0.24}
5913,646,"(46.798038, 7.119618)",501,"(46.803797, 7.161559)",20240506_170700,20240506_172100,13.15,{'1h': 0.24}
4972,258,"(46.9475995, 7.4473498)",229,"(46.9412568, 7.4507099)",20240506_171700,20240506_172100,12.99,{'1h': 0.24}
1280,119,"(46.95752776631194, 7.440576239521807)",228,"(46.9534206, 7.4328277)",20240506_171700,20240506_172201,12.99,{'1h': 0.24}
1402,196,"(46.9665865, 7.4639627)",481,"(46.9320203, 7.4330474)",20240506_163900,20240506_172201,13.16,No rain data available
4,169,"(46.4223802, 6.2585274)",171,"(46.41609, 6.278163)",20240506_171100,20240506_172201,12.99,{'1h': 0.24}
4523,182,"(46.96274, 7.46276)",203,"(46.9569128, 7.4376583)",20240506_170700,20240506_172201,13.15,{'1h': 0.24}
1048,413,"(46.9250228, 7.4154375)",413,"(46.9250228, 7.4154375)",20240506_172000,20240506_172201,12.99,{'1h': 0.24}
3431,214,"(46.94626, 7.43804)",726,"(46.9647833374251, 7.4484037810233445)",20240506_170401,20240506_172201,13.15,{'1h': 0.24}
4579,552,"(46.952701, 7.454585)",195,"(46.9543451, 7.4453536)",20240506_171300,20240506_172201,12.99,{'1h': 0.24}
6003,222,"(46.9534366, 7.4239308)",480,"(46.9371088, 7.4322402)",20240506_171300,20240506_172201,12.99,{'1h': 0.24}
5859,636,"(46.806876, 7.15297)",503,"(46.809589, 7.14687)",20240506_171700,20240506_172201,12.99,{'1h': 0.24}
3319,197,"(46.9394841, 7.3899968)",181,"(46.9378963, 7.3954739)",20240506_171901,20240506_172201,12.99,{'1h': 0.24}
4797,431,"(47.362209, 8.510788)",391,"(47.401852, 8.499265)",20240506_170100,20240506_172201,13.15,{'1h': 0.19}
65,23,"(46.5175143, 6.5261484)",23,"(46.5175143, 6.5261484)",20240506_171901,20240506_172201,12.99,{'1h': 0.24}
3411,771,"(47.403145, 8.609221)",532,"(47.412103, 8.592144)",20240506_171400,20240506_172201,12.99,{'1h': 0.24}
5690,234,"(46.815219, 7.155715)",505,"(46.811754, 7.150142)",20240506_171700,20240506_172201,12.99,{'1h': 0.24}
5926,643,"(46.79704596417351, 7.150607035291654)",635,"(46.802118, 7.146355)",20240506_171501,20240506_172201,12.99,{'1h': 0.24}
5887,233,"(46.802604, 7.1509925)",235,"(46.793372, 7.1584206)",20240506_171600,20240506_172201,12.99,{'1h': 0.24}
3201,244,"(46.9603536, 7.4485856)",216,"(46.9538192, 7.4581813)",20240506_171800,20240506_172300,12.99,{'1h': 0.24}
4994,800,"(46.8124563613632, 7.127767764590539)",761,"(46.79633089439779, 7.131816212475342)",20240506_171000,20240506_172300,13.15,{'1h': 0.24}
3133,93,"(47.384918, 8.531935)",160,"(47.385718, 8.524762)",20240506_171901,20240506_172300,12.99,{'1h': 0.24}
3996,300,"(46.9371912, 7.4360892)",311,"(46.9442197, 7.4366739)",20240506_171700,20240506_172300,12.99,{'1h': 0.24}
3964,86,"(47.40781197, 8.506822854)",276,"(47.414545, 8.552747)",20240506_170401,20240506_172300,13.15,{'1h': 0.24}
2784,546,"(46.939462, 7.46973)",194,"(46.95860113643669, 7.456935120256138)",20240506_170900,20240506_172300,12.99,{'1h': 0.24}
5873,504,"(46.799339, 7.151984)",503,"(46.809589, 7.14687)",20240506_163400,20240506_172300,13.16,No rain data available
5957,9,"(46.519805, 6.579676)",9,"(46.519805, 6.579676)",20240506_172100,20240506_172300,12.99,{'1h': 0.24}
1424,550,"(46.958014, 7.444949)",300,"(46.9371912, 7.4360892)",20240506_171100,20240506_172300,12.99,{'1h': 0.24}
974,834,"(46.947649789766224, 7.416924289192128)",590,"(46.946544688600916, 7.4207811103582495)",20240506_172000,20240506_172300,12.99,{'1h': 0.24}
5314,235,"(46.793372, 7.1584206)",535,"(46.802937, 7.167527)",20240506_171300,20240506_172300,12.99,{'1h': 0.24}
67,335,"(46.54873, 6.57476)",335,"(46.54873, 6.57476)",20240505_122400,20240506_172300,15.64,No rain data available
4378,88,"(47.364946, 8.525788)",150,"(47.359884, 8.523071)",20240506_171901,20240506_172300,12.99,{'1h': 0.24}
1105,182,"(46.96274, 7.46276)",458,"(46.9458027, 7.4729321)",20240506_171501,20240506_172300,12.99,{'1h': 0.24}
1401,484,"(46.9456022, 7.434734)",229,"(46.9412568, 7.4507099)",20240506_170800,20240506_172300,13.15,{'1h': 0.24}
4355,303,"(46.95099, 7.4726263)",824,"(46.95626329415468, 7.482893566913186)",20240506_171600,20240506_172300,12.99,{'1h': 0.24}
4414,771,"(47.403145, 8.609221)",514,"(47.397885, 8.596202)",20240506_171800,20240506_172400,12.99,{'1h': 0.24}
5267,507,"(46.804568, 7.155553)",840,"(46.80036467702836, 7.175555914805134)",20240506_171501,20240506_172400,12.99,{'1h': 0.24}
4663,561,"(47.413733, 8.541541)",424,"(47.406988, 8.532464)",20240506_171800,20240506_172400,12.99,{'1h': 0.24}
6105,27,"(46.50225151684113, 6.48110823288)",30,"(46.511048, 6.492569)",20240506_171800,20240506_172400,12.99,{'1h': 0.24}
5288,503,"(46.809589, 7.14687)",506,"(46.803943, 7.151989)",20240506_172000,20240506_172400,12.99,{'1h': 0.24}
6020,484,"(46.9456022, 7.434734)",295,"(46.9371056, 7.4178248)",20240506_171501,20240506_172400,12.99,{'1h': 0.24}
4497,296,"(46.9439259, 7.3853056)",296,"(46.9439259, 7.3853056)",20240506_170501,20240506_172400,13.15,{'1h': 0.24}
1891,646,"(46.798038, 7.119618)",503,"(46.809589, 7.14687)",20240506_171300,20240506_172400,12.99,{'1h': 0.24}
1206,212,"(46.958717, 7.4646494)",191,"(46.960116251597235, 7.454334866797193)",20240506_171901,20240506_172400,12.99,{'1h': 0.24}
4035,461,"(46.9470671, 7.3957642)",202,"(46.9565421, 7.4317735)",20240506_171300,20240506_172400,12.99,{'1h': 0.24}
1591,530,"(47.40462, 8.60465)",525,"(47.400393, 8.622367)",20240506_171901,20240506_172400,12.99,{'1h': 0.24}
6001,353,"(46.94831, 7.44035)",353,"(46.94831, 7.44035)",20240506_172201,20240506_172400,12.99,{'1h': 0.24}
2476,133,"(47.36162, 8.554501)",563,"(47.360004, 8.534227)",20240506_170800,20240506_172400,13.15,{'1h': 0.24}
4866,89,"(47.3713591, 8.5313344)",96,"(47.378548, 8.531836)",20240506_171901,20240506_172400,12.99,{'1h': 0.24}
985,550,"(46.958014, 7.444949)",462,"(46.9558281, 7.4529965)",20240506_171200,20240506_172400,13.15,{'1h': 0.24}
2952,307,"(46.948011846616254, 7.421892556487192)",271,"(46.947856328360984, 7.436903989490435)",20240506_171600,20240506_172400,12.99,{'1h': 0.24}
1583,164,"(47.387531, 8.527138)",108,"(47.386741, 8.518982)",20240506_172000,20240506_172400,12.99,{'1h': 0.24}
1420,418,"(46.92878380186514, 7.44610102408428)",244,"(46.9603536, 7.4485856)",20240506_171100,20240506_172501,12.99,{'1h': 0.24}
291,544,"(46.52864, 6.566695)",11,"(46.521978, 6.564896)",20240506_172100,20240506_172501,12.99,{'1h': 0.24}
3817,164,"(47.387531, 8.527138)",560,"(47.376467, 8.526609)",20240506_171700,20240506_172501,12.99,{'1h': 0.24}
1970,244,"(46.9603536, 7.4485856)",726,"(46.9647833374251, 7.4484037810233445)",20240506_172000,20240506_172501,12.99,{'1h': 0.24}
5254,647,"(46.80007, 7.140663)",506,"(46.803943, 7.151989)",20240506_171901,20240506_172501,12.99,{'1h': 0.24}
4829,88,"(47.364946, 8.525788)",105,"(47.377359, 8.535855)",20240506_171600,20240506_172501,12.99,{'1h': 0.24}
861,88,"(47.364946, 8.525788)",536,"(47.381591, 8.49038)",20240506_171000,20240506_172501,13.15,{'1h': 0.24}
2986,834,"(46.947649789766224, 7.416924289192128)",226,"(46.9557805, 7.4352658)",20240506_171600,20240506_172501,12.99,{'1h': 0.24}
4265,580,"(46.800445, 7.122294)",233,"(46.802604, 7.1509925)",20240506_171800,20240506_172501,12.99,{'1h': 0.24}
6004,302,"(46.938576, 7.437862)",353,"(46.94831, 7.44035)",20240506_171800,20240506_172501,12.99,{'1h': 0.24}
4514,491,"(46.9650342, 7.4514649)",353,"(46.94831, 7.44035)",20240506_171600,20240506_172501,12.99,{'1h': 0.24}
1385,412,"(46.9266467, 7.4359484)",353,"(46.94831, 7.44035)",20240506_171501,20240506_172501,12.99,{'1h': 0.24}
